Name,JAPAN-DS Market - DIVIDEND YIELD,JAPAN-DS Market - PRICE INDEX,JAPAN-DS Market - TOT RETURN IND,JAPAN-DS Market - PER,JAPAN-DS Market - PRICE/BOOK RATIO,JAPAN-DS Market - PE RATIO 12M FWD,JAPAN-DS Market - MARKET VALUE,JAPAN-DS Market - ROE,JAPAN-DS Market - TOTAL ASSETS,JAPAN-DS Market - NET DEBT,FTSE JAPAN - PRICE INDEX,NIKKEI STOCK AVERAGE VOLATILITY INDEX - PRICE INDEX,JP ISSUES: CORPORATE STRAIGHT BONDS CURN,JP STOCKS: PUBLIC OFFERINGS - AMOUNT RAISED CURN,JP OVERNIGHT UNCOLLATERISED CALL MONEY RATE (AVG.) NADJ,JP CPI: NATIONAL MEASURE - ANNUAL INFLATION RATE NADJ,"JP MONEY SUPPLY: M2 (METHO-BREAK, APR. 2003) CURA",JP JAPANESE YEN TO US $ NADJ,JP PETROLEUM: CONSUMPTION VOLN,JP UNEMPLOYMENT RATE (METHO BREAK OCT 2010) SADJ,JP INDUSTRIAL PRODUCTION - MINING & MANUFACTURING VOLA
31/12/1989,0.43,768.21,1007.32,60.6,4.05,40.88,535950600,8.35,3.37897E+11,63179940000,179.43,20.32,15000,13236.45,6.448,2.64,455632.2,143.7079,6252.45,2.1,104.4
31/01/1990,0.45,730.66,958.47,57.4,3.82,40.78,513422800,8.23,3.40735E+11,63254620000,169.2,17.56,0,3668.14,6.581,3.34,461555.6,144.9468,5702.94,2.2,103.5
28/02/1990,0.49,681.56,894.37,53.3,3.59,38.91,479338500,8.22,3.41067E+11,63195190000,156.75,15.92,144000,4862.99,6.643,3.82,469357.7,145.615,6045.61,2.2,104.4
30/03/1990,0.56,593.94,779.75,46.5,3.1,35.38,418150400,8.23,3.41119E+11,63194550000,134.73,28.07,120000,7573.41,6.817,3.56,471653.1,153.1964,5666.58,2,106.4
30/04/1990,0.56,591.61,777.05,46.4,2.98,30.98,420146400,7.91,3.99883E+11,69288130000,134.76,55.05,310000,1176.16,7.163,2.71,479005.5,158.3026,4826.67,2.1,106.4
31/05/1990,0.52,649.36,853.3,50,3.27,32.5,461500400,7.91,3.99954E+11,69272400000,149.34,17.79,245000,0,7.259,2.58,481302.1,153.801,4630.68,2.1,107.2
29/06/1990,0.54,625.47,822.26,49.6,3.14,35.06,446524200,7.91,3.99954E+11,69272400000,141.73,20.23,215000,62.54,7.365,2.36,482458.7,153.7429,4687.47,2.2,107.4
31/07/1990,0.56,600.91,790.34,47.8,3.04,33.39,431429100,7.98,4.0125E+11,69264670000,134.8,21.18,35000,0,7.524,2.25,485995.5,149.0486,5128.19,2.1,108.5
31/08/1990,0.64,527.45,694.1,41.7,2.65,30.39,379286800,7.98,4.01324E+11,69227770000,118.86,39.23,100000,0,7.543,2.82,488792.1,147.4855,5392.13,2,109.1
28/09/1990,0.8,420.02,553.03,33.3,2.15,27.63,302039600,7.98,4.01324E+11,69227770000,94.7,38.9,40000,52.41,7.763,2.8,492539.1,138.6645,5169.4,2.1,108.5
31/10/1990,0.67,501.25,660.39,40.1,2.56,22.82,360582100,7.95,4.02073E+11,69403610000,111.48,46.85,235000,137.27,7.811,3.11,495496.5,129.733,5051.23,2.2,110.6
30/11/1990,0.76,446.48,588.6,36.8,2.21,24.97,321194800,7.94,4.02292E+11,69428250000,100.44,34.48,140000,0,8.077,3.92,493905.5,129.03,5326.53,2,109.8
31/12/1990,0.72,469.72,619.59,38.6,2.32,23.4,338872600,7.91,4.04207E+11,70424850000,106.98,29.3,250000,0,8.23,3.7,494983.5,133.6853,6059.84,2,109.8
31/01/1991,0.73,465.91,614.97,38.3,2.26,24.69,336811800,7.92,4.04534E+11,70666160000,106.82,26.11,56000,99.04,8.054,3.9,496005.5,133.6759,5973.13,2,110.8
28/02/1991,0.64,529.64,699.44,43.5,2.63,24.86,383005200,7.92,4.04906E+11,70709610000,121.34,21.12,195000,147.2,8.12,3.56,496075.5,130.43,6210.36,2.1,111
29/03/1991,0.64,533.82,705.33,43.8,2.62,28.96,386025700,7.93,4.04942E+11,70720360000,120.92,25.03,245000,634.52,8.278,3.66,496187.9,137.2175,5815.58,2.2,109.8
30/04/1991,0.64,532.23,703.61,43.6,2.51,28.92,386997800,7.35,4.27743E+11,83285110000,120.8,16.3,360000,0,8.234,3.41,497177,136.9381,5080.9,2.1,110.3
31/05/1991,0.66,533,705.03,44.4,2.5,28.78,387928100,7.35,4.27753E+11,83290230000,121.33,14.56,285000,0,8.033,3.4,498449.9,138.1024,4904.48,2.1,111.4
28/06/1991,0.71,495.5,655.77,41.3,2.31,28.67,360651500,7.35,4.27753E+11,83290230000,111.94,20.94,132000,51.61,8.041,3.41,499766.8,139.725,4810.5,2.1,108
31/07/1991,0.69,506.04,670.14,42.3,2.37,26.83,373578000,7.31,4.28308E+11,83858230000,115.17,18.89,290000,0,7.461,3.52,501911.6,137.8413,5102.84,2.1,110.6
30/08/1991,0.74,472.73,626.42,39.6,2.19,26.09,348982500,7.31,4.28308E+11,83858230000,108.25,24.56,20000,0,7.484,3.29,501868.7,136.7833,5020.77,2.1,109
30/09/1991,0.7,498.2,660.55,41.7,2.34,27.4,368021000,7.31,4.28588E+11,83933130000,114.21,20.07,138700,216.16,7.049,2.61,503748,134.3952,4838.53,2.1,108.9
31/10/1991,0.68,511.26,678.28,44.1,2.37,28.08,378591700,7.26,4.28827E+11,84116110000,117.77,15.13,10000,0,6.858,2.58,505352.6,130.7065,4950.94,2,108.2
29/11/1991,0.75,468.98,622.55,41.1,2.17,27.78,347921200,7.26,4.28845E+11,84139570000,108.32,21.53,320000,0,6.383,3.02,505863.3,129.5881,5682.27,2.1,108.9
31/12/1991,0.75,463.81,616.09,40.5,2.17,26.52,345052700,7.21,4.30374E+11,84322680000,107.28,22.03,330000,20.3,6.31,2.7,505528.1,128.0675,6010.74,2.1,107.4
31/01/1992,0.79,442.56,588.27,38.7,2.09,26.46,329258000,7.21,4.30563E+11,84590130000,101.86,27.04,90000,0,5.526,1.82,505380,125.225,5771.87,2.1,106.5
28/02/1992,0.83,423.74,563.61,37.2,2.01,26.76,315290400,7.2,4.30663E+11,84643940000,96.68,25.37,200000,0,5.683,1.94,504577.9,127.603,6299.14,2,106.1
31/03/1992,0.91,386.2,514.05,34,1.85,25.88,287309800,5.77,4.41641E+11,94225890000,88.34,26.91,251000,12.55,5.653,2.03,505473.8,132.9073,5858.03,2.1,104.4
30/04/1992,0.97,361.44,481.5,31.8,1.77,27.2,268948200,5.77,4.4166E+11,94277930000,82.29,23.59,240000,0,4.766,2.45,504758.6,133.423,5202.77,2.1,104.1
29/05/1992,0.93,375.85,501.08,37.3,1.84,29.85,279755300,5.77,4.4166E+11,94277930000,85.48,30.7,460000,0,4.745,2.12,503391.2,130.6353,4796.61,2.1,101.6
30/06/1992,1.03,338.53,451.7,33.7,1.67,27.73,252039900,5.55,4.42261E+11,94317120000,76.56,31.93,310000,0,4.753,2.34,503733.1,126.7964,4926.8,2.1,103.9
31/07/1992,1.04,334.3,446.45,33.4,1.63,28.91,249002400,5.55,4.42261E+11,94317120000,76.34,29.94,285000,0,4.531,1.6,502558.3,125.7726,5151.94,2.1,103.5
31/08/1992,0.92,377.45,504.51,38.5,1.8,24.89,281392100,5.55,4.42258E+11,94340450000,87.55,40.18,265000,0,4.119,1.7,503017,126.397,4972.35,2.2,100.3
30/09/1992,0.98,356.42,476.78,36.4,1.7,31.08,265727600,5.53,4.42187E+11,94361160000,82.58,38.4,120000,0,4.227,2.12,501433.8,122.5682,5111.37,2.2,104.4
30/10/1992,1,349.07,467.33,36.7,1.65,31.02,260749600,5.51,4.42253E+11,94300010000,80.71,27.96,315000,0,4.074,1.15,502133.1,121.1023,5292.52,2.2,101
30/11/1992,0.95,361.17,483.92,40.3,1.7,30,269800200,5.52,4.42349E+11,94411750000,83.95,23.3,155000,0,3.946,0.73,503120.5,123.8433,5663.77,2.3,99.6
31/12/1992,0.96,358.53,480.79,40.3,1.68,33.41,267869700,5.43,4.42856E+11,94967960000,82.89,20.78,319000,0,3.895,1.16,504020.5,123.9467,6291.32,2.3,99
29/01/1993,0.97,357.17,479.35,40.3,1.68,34.25,266897100,5.43,4.42852E+11,94977920000,82.53,20.35,275000,0,3.9,1.26,504400.2,125.0105,5803.81,2.3,100.8
26/02/1993,0.97,354.07,475.54,40.3,1.66,34.9,264779900,5.4,4.43101E+11,95153550000,81.51,19.3,500000,33.02,3.276,1.48,505420.9,120.68,6213.07,2.3,101.9
31/03/1993,0.87,397.43,534.21,45.7,1.89,36.89,297205000,3.72,4.40669E+11,1.00681E+11,90.44,24.66,576000,4.17,3.1,1.15,503831.3,116.9722,6212.97,2.3,97.8
30/04/1993,0.77,449,603.93,51.8,2.16,44.89,336185100,3.72,4.40727E+11,1.00697E+11,102.29,20.71,11000,0,3.13,0.83,507085.2,112.317,5465.07,2.3,99.6
31/05/1993,0.75,450.56,606.4,55.3,2.14,45.19,337407000,3.72,4.40737E+11,1.00696E+11,102.1,22.46,195000,0,3.14,0.83,510144.3,110.3101,4737.68,2.5,100.9
30/06/1993,0.77,434.67,585.39,57.8,2.04,43.86,325582800,3.65,4.40523E+11,1.0128E+11,99.03,20.91,540000,0,3.15,0.83,510372.8,107.3182,4926.93,2.5,99.1
30/07/1993,0.73,457.2,616.13,60.8,2.12,45.98,342560800,3.65,4.40523E+11,1.0128E+11,104.38,18.92,67000,0,3.13,1.99,510281.6,107.7077,4803.84,2.5,99.6
31/08/1993,0.72,466.73,629.36,62.5,2.17,47.87,350020600,3.66,4.40533E+11,1.0127E+11,106.43,19.11,100000,0,2.885,1.88,511337.5,103.8,4711.1,2.5,98.7
30/09/1993,0.74,449.83,606.95,60.1,2.09,48.67,340896000,3.61,4.40403E+11,1.01221E+11,102.17,16.89,595000,0,2.44,1.45,511222.8,105.4232,4796.6,2.6,98.7
29/10/1993,0.74,451.6,609.7,60.2,2.08,50.13,345517800,3.59,4.4035E+11,1.01137E+11,103.69,16.03,165000,0,2.395,1.24,511569.3,106.9627,4954.39,2.7,97.4
30/11/1993,0.85,382.63,516.92,54,1.8,49.1,292970200,3.63,4.40421E+11,1.0115E+11,87.66,33.45,266000,0,2.095,0.94,511091.6,107.8359,5463.8,2.7,97.3
31/12/1993,0.81,401.52,542.83,57,1.88,47.44,307462900,3.56,4.40171E+11,1.01409E+11,91.8,27.06,420000,0,2.155,1.04,511478.2,109.7862,6247.32,2.8,96.5
31/01/1994,0.72,455.22,615.81,64.7,2.14,51.73,348942800,3.55,4.40201E+11,1.01381E+11,103.54,35.78,0,0,2.105,1.25,512523,111.3485,5837.48,2.8,95.4
28/02/1994,0.72,456.96,618.52,65.7,2.15,53.19,350302200,3.57,4.40436E+11,1.01496E+11,103.57,29.16,425000,0,2.035,1.14,513031.8,106.1985,6445.96,2.9,97
31/03/1994,0.75,436.66,591.42,63,2.06,56.53,335001100,2.77,4.47255E+11,1.09068E+11,98.53,28.3,195000,18.54,2.075,1.35,513767.5,105.203,6215.81,2.9,97.9
29/04/1994,0.73,446.12,604.59,63.9,2.1,54.07,342416100,2.77,4.47255E+11,1.09068E+11,101.25,19.64,335000,1000,2.175,0.82,517625.6,103.4705,5225.4,2.8,99
31/05/1994,0.7,466.46,632.54,68.3,2.2,54.6,358047200,2.76,4.47273E+11,1.09061E+11,106.74,18.13,325000,0,2.03,0.82,517905.8,103.831,4745.32,2.8,98.6
30/06/1994,0.7,464.48,630.23,72.5,2.19,56.58,356963300,2.7,4.47508E+11,1.08657E+11,105.68,20.88,375000,0,2.015,0.51,517675.5,102.5559,5036.67,2.8,99.9
29/07/1994,0.71,454.12,616.51,70.9,2.15,53.59,349276200,2.7,4.47508E+11,1.08657E+11,103.28,16.65,185000,0,2.025,-0.21,520216.7,98.4648,5453.16,2.9,100.8
31/08/1994,0.71,456.21,619.75,69.2,2.19,56.76,352176100,2.7,4.47511E+11,1.08642E+11,103.61,13.43,210000,141.93,2.215,0,521298.6,99.91,5535.52,3,101.6
30/09/1994,0.74,438.66,596.28,66.7,2.11,53.48,340490200,2.7,4.47539E+11,1.08629E+11,99.84,16.37,210000,105.97,2.19,0.2,523492.1,98.7491,5249.87,3,101
31/10/1994,0.74,440.16,598.68,67.5,2.12,51.88,344490500,2.71,4.47623E+11,1.08571E+11,100.58,13.59,30000,0,2.185,0.82,524419,98.4305,5293.03,3,102
30/11/1994,0.76,422.51,575.03,65.4,2.04,48.91,330978300,2.72,4.4763E+11,1.08571E+11,96.79,12.58,310000,511.02,2.17,1.03,524990,98.0009,5898.9,2.9,102.6
30/12/1994,0.74,433.37,590.19,67.1,2.09,46.63,339756000,2.72,4.4763E+11,1.08571E+11,98.98,11.54,370000,120.88,2.21,0.62,526717.9,100.1555,6554.71,2.9,103.2
31/01/1995,0.8,403.21,549.48,62.2,1.92,45.43,316762600,2.76,4.48129E+11,1.08102E+11,92.67,18.91,143000,0,2.145,0.51,528391.4,99.6658,5960.61,3,100.6
28/02/1995,0.86,371.99,507.25,57,1.78,40.11,292567600,2.76,4.48405E+11,1.08245E+11,85.61,26.31,540000,0,2.14,0.21,531014,98.17,6696.36,3,102.7
31/03/1995,0.89,363.81,496.49,54.7,1.76,36.2,286255900,2.84,4.57838E+11,1.09514E+11,83.16,30.53,232000,55.57,1.85,-0.31,531857.5,90.4843,6262.13,3.1,103.7
28/04/1995,0.89,369.16,504.14,55.7,1.71,36.24,290806800,2.84,4.57838E+11,1.09514E+11,84.88,19.74,285000,0,1.315,-0.2,533202.1,83.7689,5503.97,3.1,105
31/05/1995,0.91,348.33,476.07,54.5,1.61,35.39,274508800,2.85,4.57848E+11,1.09507E+11,80.23,22.79,575000,0,1.19,-0.1,533291.6,85.1762,4978.94,3,102.9
30/06/1995,0.94,334.93,458.11,52.3,1.57,32.55,264091100,2.85,4.57853E+11,1.09508E+11,76.47,30.32,445000,0,1.18,0.2,533589.2,84.5305,4920.2,3.1,103.2
31/07/1995,0.85,372.71,510.14,58,1.72,37.6,294299900,2.85,4.57853E+11,1.09508E+11,85.63,25.85,404000,500,0.69,0.1,534354.9,87.2681,5038.19,3.1,101.6
31/08/1995,0.79,399.64,547.41,62.4,1.89,38.97,315763500,2.85,4.57896E+11,1.0949E+11,91.07,25.71,320000,0,0.7,-0.2,535411.2,94.6273,5519.32,3.2,102.5
29/09/1995,0.78,404.53,554.45,63.1,1.91,40.44,319870700,2.85,4.57896E+11,1.0949E+11,92.14,28.08,631000,0,0.385,0.1,537587,100.3776,5327.57,3.2,101.6
31/10/1995,0.8,397.46,545.12,61.7,1.89,37.37,315182100,2.86,4.57922E+11,1.095E+11,90.18,24.42,400200,0,0.365,-0.71,537803.6,100.7786,5076.97,3.2,102.9
30/11/1995,0.77,415.09,569.68,59.2,1.94,36.29,329401900,2.85,4.57944E+11,1.09509E+11,94.87,18.37,450000,0,0.295,-0.71,542286.7,101.8832,5834.9,3.4,103.7
29/12/1995,0.73,440.11,604.39,62.7,2.04,37.03,349378300,2.85,4.57944E+11,1.09509E+11,101.02,17.17,621000,224.84,0.4,-0.41,543587.7,101.7721,6822.68,3.4,105
31/01/1996,0.72,448.71,616.59,63.8,2.09,37.7,356768000,2.89,4.58559E+11,1.09375E+11,102.9,19.32,181000,0,0.35,-0.51,544421.8,105.6241,6165.23,3.5,103.1
29/02/1996,0.74,435.24,598.44,62,2.05,37.41,346250000,2.92,4.59137E+11,1.09499E+11,99.39,20.77,857000,1006.5,0.41,-0.41,545554.1,105.6862,6717.38,3.4,103.3
29/03/1996,0.71,455.51,626.68,64.8,2.14,34.81,362019100,2.93,4.59177E+11,1.09505E+11,104.37,18.95,550000,31.64,0.395,-0.1,547677.8,105.92,6279.29,3.2,103.1
30/04/1996,0.68,475.48,654.53,67.5,2.17,38.24,382468900,4.47,4.83201E+11,1.15193E+11,108.49,17.29,532000,11.14,0.44,0.2,547976.5,107.1675,5568.9,3.4,103.3
31/05/1996,0.69,466.65,642.76,62.9,2.12,37.04,375361300,4.47,4.83208E+11,1.15188E+11,106.37,17.23,682000,16.26,0.395,0.2,550174.9,106.3948,4974.39,3.4,104.1
28/06/1996,0.68,476.54,656.73,64,2.17,38.11,383329000,4.47,4.83208E+11,1.15188E+11,108.61,15.32,477000,126.02,0.41,0,553304.3,108.947,4935.03,3.4,104.2
31/07/1996,0.73,443.17,611.13,59.3,2.03,36.44,356657400,4.48,4.83227E+11,1.15177E+11,100.67,16.78,427000,207.64,0.37,0.41,554019.8,109.2187,5329.48,3.4,105
30/08/1996,0.74,432.12,596.26,58.5,2,35.35,349834200,4.48,4.83227E+11,1.15177E+11,98.07,16.96,387000,821.38,0.38,0.21,555291.6,107.8533,5394.87,3.3,105.5
30/09/1996,0.71,455.4,628.75,61.3,2.08,35.67,369132800,4.48,4.83275E+11,1.1517E+11,103.89,15.95,413000,84.25,0.38,0,556694.2,109.8276,5182.37,3.3,106.6
31/10/1996,0.75,434.19,599.85,57.5,1.99,35.49,352595500,4.48,4.83291E+11,1.15171E+11,98.95,16.77,306000,0,0.37,0.51,557946.5,112.3822,5407.1,3.4,107
29/11/1996,0.75,438.86,606.67,57.6,2.01,34.58,356469800,4.48,4.83293E+11,1.15169E+11,100.31,14.83,623000,126.64,0.33,0.51,559186.8,112.2552,5936.63,3.3,107.4
31/12/1996,0.79,416.9,576.69,54.7,1.94,34.44,340024300,4.55,4.83644E+11,1.15053E+11,94.7,18.09,711500,28.5,0.335,0.62,559449,113.9255,6475.32,3.4,108.4
31/01/1997,0.84,391.01,541.28,51.3,1.86,31.5,318933000,4.55,4.83768E+11,1.14962E+11,88,29.21,230500,0,0.33,0.62,560339.5,117.8645,6224.52,3.3,109.8
28/02/1997,0.83,396.48,549.2,51.6,1.86,31.62,323419400,4.54,4.84186E+11,1.15061E+11,89.54,25,527000,189.45,0.34,0.62,560902.3,123.0005,6679.93,3.4,110.1
31/03/1997,0.84,392.61,544.2,51.5,1.84,30.15,320305900,4.84,5.10472E+11,1.20271E+11,88.72,28.41,320000,116.86,0.37,0.51,562345,122.5721,6081.42,3.3,110.8
30/04/1997,0.79,413.36,573.36,50.7,1.99,30.08,337246200,4.84,5.10472E+11,1.20271E+11,93.49,19.19,713000,0,0.43,1.94,565321.8,125.6259,5255.9,3.2,107.9
30/05/1997,0.77,428.55,594.82,50.7,2.05,32.84,349732400,4.84,5.10472E+11,1.20271E+11,96.03,21.3,681000,0,0.43,1.94,566772.9,118.7825,5031.03,3.4,111
30/06/1997,0.74,447.74,621.83,52.9,2.11,32.64,365434600,4.85,5.10503E+11,1.20279E+11,100.99,19.64,801000,47.29,0.46,2.25,569049.2,114.3133,5084.6,3.4,110.2
31/07/1997,0.74,448.15,622.81,52.9,2.1,31.95,366182700,4.85,5.10503E+11,1.20279E+11,100.86,17.07,513000,118.53,0.45,1.94,570975.2,115.2139,5401.1,3.4,110.9
29/08/1997,0.79,414.52,576.43,48.8,1.93,31.04,339436000,4.85,5.10503E+11,1.20279E+11,93.41,22.59,480000,52.68,0.42,2.15,573024.2,117.7925,5354.35,3.4,110.3
30/09/1997,0.81,405.73,564.59,47.6,1.88,29.06,334918700,4.85,5.10564E+11,1.20282E+11,91.84,24.35,600000,92.34,0.41,2.45,573875.6,120.8123,5371.67,3.5,109.4
31/10/1997,0.88,373.07,519.52,43.2,1.78,29.08,309246500,4.85,5.10605E+11,1.20276E+11,83.51,32.84,333000,450.8,0.4,2.55,574428.8,120.9543,5365.13,3.5,108.6
28/11/1997,0.9,368.42,513.41,42.1,1.73,27.97,305662200,4.85,5.10612E+11,1.20255E+11,82.67,35.08,391000,0,0.27,2.15,576954,125.3855,5681.4,3.5,107.2
31/12/1997,0.95,349.63,487.63,40.2,1.61,26.84,290051300,4.79,5.11098E+11,1.20313E+11,78.32,29.92,937000,0,0.29,1.84,580756.9,129.6243,6403.52,3.5,106.2
30/01/1998,0.89,374.12,522.2,43,1.75,25.91,310412300,4.79,5.11091E+11,1.20311E+11,83.75,27.34,910000,0,0.31,1.84,584767.5,129.511,6064.71,3.6,107.7
27/02/1998,0.89,374.3,522.8,42.8,1.75,28.54,310693900,4.75,5.11161E+11,1.20512E+11,83.74,25.36,1348000,0,0.34,1.94,588535.1,125.782,6416.57,3.6,105
31/03/1998,0.9,368.85,515.57,42.2,1.73,28.85,306468900,4.07,5.30437E+11,1.33683E+11,82.37,41.72,1062500,399.5,0.34,2.25,587817.6,129.0932,5861.39,3.8,102.8
30/04/1998,0.9,362.59,507.21,41.6,1.74,29.82,301614100,4.07,5.30487E+11,1.3369E+11,80.6,27.27,1077900,169.1,0.39,0.4,588642.7,131.9265,5040.03,4,102.2
29/05/1998,0.91,362.21,507.06,47,1.77,29.87,301389800,4.07,5.30487E+11,1.3369E+11,80.4,21.32,1194000,1503.7,0.35,0.5,590924.5,134.9495,4761.71,4.1,101.3
30/06/1998,0.9,364.81,511.11,47.5,1.79,29.87,303820000,4.06,5.30538E+11,1.33669E+11,81.06,25.8,1383000,675.85,0.38,0.1,591266.1,140.2682,4969.97,4.1,101.4
31/07/1998,0.87,375.94,527.11,49,1.85,32.53,313173200,4.06,5.30538E+11,1.33669E+11,83.01,23.33,1013000,0,0.36,-0.1,594029.6,140.6987,5274.9,4.1,101.2
31/08/1998,1,330.11,463.2,42.1,1.64,30.25,275479600,4.06,5.30598E+11,1.33682E+11,72.27,34.88,998000,9.36,0.36,-0.3,597478.8,144.8255,5240.55,4.4,99
30/09/1998,1.05,312.12,438.33,39.8,1.55,28.4,260849700,4.06,5.30721E+11,1.33681E+11,68.15,40.13,859500,24.3,0.17,-0.2,599211.5,134.4605,5054.93,4.3,100.6
30/10/1998,1.03,308.46,433.58,41.5,1.52,26.23,266553100,4.06,5.30721E+11,1.33681E+11,68.33,34.27,795000,0,0.11,0.2,599410.7,120.9364,5048.52,4.3,100
30/11/1998,0.93,339.81,478.02,53.1,1.69,30.25,294078200,4.06,5.30731E+11,1.33681E+11,75.55,28.29,1024500,0,0.15,0.8,604654.2,120.33,5570.7,4.5,99.6
31/12/1998,0.97,324.49,456.86,50.5,1.64,30.59,281183500,4.09,5.30507E+11,1.33749E+11,71.65,24.55,977500,0,0.25,0.6,606469.9,117.0476,6339.35,4.4,99.4
29/01/1999,0.94,336.94,474.76,52.5,1.7,30.39,292277800,4.09,5.30507E+11,1.33749E+11,74.25,26.08,275000,0,0.23,0.2,608088.5,113.312,5835,4.5,100.6
26/02/1999,0.93,337.35,475.69,52.5,1.71,32.4,293733600,4.09,5.3046E+11,1.33735E+11,73.88,24.44,376000,218.64,0.12,-0.1,610946.6,116.5645,6413.36,4.6,100.6
31/03/1999,0.82,383.15,540.69,59.9,1.92,37.62,334560000,2.25,5.15817E+11,1.32391E+11,83.51,27.87,480000,31.56,0.09,-0.4,612593.6,119.5004,6141.13,4.7,102.3
30/04/1999,0.77,405.54,572.65,64.3,2,40.36,354478300,2.26,5.15819E+11,1.32384E+11,87.72,25.04,791000,0,0.05,-0.1,611524.5,119.5975,5379.07,4.7,100.1
31/05/1999,0.8,392.65,554.81,64.3,1.96,39.58,344323600,2.26,5.15891E+11,1.32344E+11,85.04,21.76,730500,752,0.03,-0.4,614688.9,122.0916,4841.45,4.7,102
30/06/1999,0.7,433.93,613.51,70.8,2.17,42.1,380563700,2.26,5.15909E+11,1.3234E+11,92.49,23.17,950000,237.8,0.03,-0.3,616754.5,120.7414,5023.03,4.8,101.1
30/07/1999,0.67,454.17,642.5,74,2.27,44.04,398443300,2.26,5.15909E+11,1.3234E+11,96.76,24.1,535000,114.83,0.025,-0.1,617487.5,119.4795,5145,4.8,101.9
31/08/1999,0.68,448.47,634.78,73,2.18,41.94,393996500,2.27,5.1603E+11,1.32366E+11,94.89,22.7,319000,324.75,0.02,0.3,618614.1,113.349,5331.13,4.7,102.4
30/09/1999,0.65,466.31,660.41,75.9,2.19,40.95,409822500,2.27,5.16041E+11,1.32361E+11,97.92,22.74,635000,488.87,0.025,-0.2,619203.3,106.975,5415.33,4.6,103.2
29/10/1999,0.62,487.85,691.27,78.8,2.22,40.88,429505500,2.27,5.16041E+11,1.32361E+11,101.25,20.28,623000,565.87,0.025,-0.69,620690.2,106.0033,5141.84,4.6,103.3
30/11/1999,0.58,517.66,733.87,79.6,2.31,41.92,456263400,2.26,5.1605E+11,1.32342E+11,105.14,20.85,722000,213.11,0.03,-1.19,622107.5,104.6532,5788.13,4.6,104.6
31/12/1999,0.55,543.88,771.44,83.1,2.44,41,476864500,2.26,5.15609E+11,1.32006E+11,111.09,21.72,476000,549.7,0.06,-1.1,622941.9,102.7195,6798.29,4.7,104.4
